strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,score_liq_breakout_adj,s_breakout,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq_top_10_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,score_liq_breakout_adj,73.01,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq_top_10_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,000815,美利云,,0,score_liq_breakout_adj,72.16,72.16,72.16,49.5,29.13,70.2,,,,,,,20.81,20.31,-0.024026910139356095
liq_top_20_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score_liq_breakout_adj,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq_top_20_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score_liq_breakout_adj,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_20_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,600032,浙江新能,,0,score_liq_breakout_adj,79.13,79.13,79.13,99.93,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq_top_20_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,score_liq_breakout_adj,78.93,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq_top_20_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,score_liq_breakout_adj,77.63,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq_top_30_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,600681,百川能源,,0,score_liq_breakout_adj,83.05,83.05,83.05,99.58,21.45,74.99,,,,,,,4.8,4.17,-0.13124999999999998
liq_top_30_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,300051,琏升科技,,1,score_liq_breakout_adj,82.93,82.93,82.93,99.71,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
liq_top_30_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score_liq_breakout_adj,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq_top_30_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,603105,芯能科技,,0,score_liq_breakout_adj,79.9,79.9,79.9,99.74,23.17,73.13,,,,,,,12.85,10.8,-0.15953307392996097
liq_top_30_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score_liq_breakout_adj,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,71.98,49.5,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
tiered_liquidity_then_score,2026-03-24,2026-03-25,2026-04-08,10,10,5,300051,琏升科技,,1,score,82.93,82.93,82.93,99.71,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
tiered_liquidity_then_score,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
tiered_liquidity_then_score,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
tiered_liquidity_then_score,2026-03-24,2026-03-25,2026-04-08,10,10,5,000617,中油资本,,0,score,73.02,73.02,73.02,99.08,29.18,69.86,,,,,,,10.46,10.39,-0.006692160611854736
tiered_liquidity_then_score,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,score,73.01,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
tiered_liquidity_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,300051,琏升科技,,1,score_liq_breakout_adj,82.93,82.93,82.93,99.71,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
tiered_liquidity_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score_liq_breakout_adj,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
tiered_liquidity_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score_liq_breakout_adj,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
tiered_liquidity_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,000617,中油资本,,0,score_liq_breakout_adj,73.02,73.02,73.02,99.08,29.18,69.86,,,,,,,10.46,10.39,-0.006692160611854736
tiered_liquidity_then_liq_breakout_adj,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,score_liq_breakout_adj,73.01,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,300051,琏升科技,,1,bs_score_v2,73.47,82.93,82.93,99.71,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,000899,赣能股份,,0,bs_score_v2,70.28,59.17,59.17,49.5,27.12,70.28,,,,,,,14.0,12.93,-0.0764285714285714
tiered_liquidity_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,10,5,000815,美利云,,0,bs_score_v2,70.2,72.16,72.16,49.5,29.13,70.2,,,,,,,20.81,20.31,-0.024026910139356095
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,600032,浙江新能,,0,score,79.13,79.13,79.13,99.93,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,score,78.93,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,score,77.63,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,600032,浙江新能,,0,score,79.13,79.13,79.13,99.93,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,score,78.93,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,score,77.63,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,600032,浙江新能,,0,score,79.13,79.13,79.13,99.93,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,score,78.93,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,score,77.63,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,601016,节能风电,,0,score,80.65,80.65,80.65,99.6,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,score,79.81,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,600032,浙江新能,,0,score,79.13,79.13,79.13,99.93,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,score,78.93,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,score,77.63,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,71.98,49.5,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,71.98,49.5,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,71.98,49.5,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,73.01,49.5,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,79.81,99.8,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,78.93,99.34,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,77.63,99.93,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,000791,甘肃能源,,1,bs_score_v2,71.02080000000001,59.72,59.72,49.5,25.52,65.76,,,,,,,8.47,7.36,-0.1310507674144038
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,10,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,71.98,49.5,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
baseline_full_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
baseline_full_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
baseline_full_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
baseline_full_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300868,杰美特,,0,score,82.32,82.32,82.32,96.81,22.49,74.5,,,,,,,57.38,72.68,0.26664342976646926
baseline_full_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,74.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,603259,药明康德,,1,bs_score_v2,72.15,76.44,76.44,97.71,29.73,72.15,,,,,TRADE,,106.0,100.19,-0.05481132075471695
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,002475,立讯精密,,1,bs_score_v2,71.44,74.48,74.48,98.97,29.91,71.44,,,,,WATCH,,55.42,67.77,0.22284373872248264
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,603061,金海通,,1,bs_score_v2,71.26,75.43,75.43,99.62,24.95,71.26,,,,,TRADE,,457.124,246.44,-0.46089026172329617
baseline_b_score_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,600522,中天科技,,1,bs_score_v2,69.02,69.6,69.6,48.33,29.76,69.02,,,,,WATCH,,31.38,34.07,0.08572339069471013
baseline_full_liquidity,2026-04-09,2026-04-10,2026-04-23,10,10,5,300502,新易盛,,0,s_liquidity,30.0,58.54,58.53999999999999,48.33,30.0,61.92,,,,,,,493.0,608.28,0.23383367139959432
baseline_full_liquidity,2026-04-09,2026-04-10,2026-04-23,10,10,5,300308,中际旭创,,0,s_liquidity,29.99,66.02,66.02,97.05,29.99,65.35,,,,,,,700.8278,898.0607,0.2814284764388626
baseline_full_liquidity,2026-04-09,2026-04-10,2026-04-23,10,10,5,300274,阳光电源,,0,s_liquidity,29.99,26.74,26.74,48.33,29.99,35.3,,,,,,,125.61,134.5,0.07077461985510713
baseline_full_liquidity,2026-04-09,2026-04-10,2026-04-23,10,10,5,300750,宁德时代,,0,s_liquidity,29.98,44.09,44.09,48.33,29.98,55.83,,,,,,,400.1787,438.9,0.09676002245996607
baseline_full_liquidity,2026-04-09,2026-04-10,2026-04-23,10,10,5,000988,华工科技,,0,s_liquidity,29.98,42.91,42.91,48.33,29.98,47.37,,,,,,,117.0,117.65,0.005555555555555536
baseline_full_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score_liq_breakout_adj,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
baseline_full_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score_liq_breakout_adj,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
baseline_full_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score_liq_breakout_adj,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
baseline_full_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300868,杰美特,,0,score_liq_breakout_adj,82.32,82.32,82.32,96.81,22.49,74.5,,,,,,,57.38,72.68,0.26664342976646926
baseline_full_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score_liq_breakout_adj,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq_top_10_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_10_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq_top_10_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq_top_10_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,score,80.06,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
liq_top_10_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score,79.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq_top_20_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_20_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq_top_20_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq_top_20_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq_top_20_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,000703,恒逸石化,,0,score,81.82,81.82,81.82,98.94,25.75,74.42,,,,,,,15.59,14.98,-0.03912764592687612
liq_top_30_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_30_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq_top_30_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq_top_30_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300868,杰美特,,0,score,82.32,82.32,82.32,96.81,22.49,74.5,,,,,,,57.38,72.68,0.26664342976646926
liq_top_30_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq_top_10_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score_liq_breakout_adj,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_10_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score_liq_breakout_adj,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq_top_10_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score_liq_breakout_adj,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq_top_10_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,score_liq_breakout_adj,80.06,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
liq_top_10_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score_liq_breakout_adj,79.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq_top_20_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score_liq_breakout_adj,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_20_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score_liq_breakout_adj,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq_top_20_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score_liq_breakout_adj,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq_top_20_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score_liq_breakout_adj,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq_top_20_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,000703,恒逸石化,,0,score_liq_breakout_adj,81.82,81.82,81.82,98.94,25.75,74.42,,,,,,,15.59,14.98,-0.03912764592687612
liq_top_30_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score_liq_breakout_adj,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_30_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score_liq_breakout_adj,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq_top_30_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score_liq_breakout_adj,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq_top_30_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300868,杰美特,,0,score_liq_breakout_adj,82.32,82.32,82.32,96.81,22.49,74.5,,,,,,,57.38,72.68,0.26664342976646926
liq_top_30_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score_liq_breakout_adj,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq_top_20_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,bs_score_v2,77.08,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq_top_20_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,bs_score_v2,74.79,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
liq_top_20_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,74.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
