strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq_top_20_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq_top_20_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq_top_20_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,300085,银之杰,,0,score,73.87,73.87,27.94,67.41,,,,,,,46.55,33.7,-0.2760472610096669
liq_top_20_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002150,正泰电源,,0,score,73.47,73.47,26.37,61.06,,,,,,,37.89,28.99,-0.2348904724201637
liq_top_20_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002256,兆新股份,,0,score,73.43,73.43,25.26,67.18,,,,,,,4.44,3.78,-0.1486486486486488
liq_top_30_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq_top_30_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq_top_30_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002947,恒铭达,,0,score,75.2,75.2,22.19,67.47,,,,,,,49.2769,54.8214,0.11251722409485976
liq_top_30_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,600617,国新能源,,0,score,74.36,74.36,21.52,69.61,,,,,,,4.05,3.42,-0.15555555555555556
liq_top_30_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,601908,京运通,,0,score,74.0,74.0,22.41,67.43,,,,,,,4.33,4.5,0.03926096997690531
liq_top_20_then_bs_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,bs_score_v2,75.3,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq_top_20_then_bs_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,bs_score_v2,74.54,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq_top_20_then_bs_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,601088,中国神华,,0,bs_score_v2,68.82,68.53,28.96,68.82,,,,,,,48.63,48.42,-0.004318322023442289
liq_top_20_then_bs_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,300866,安克创新,,0,bs_score_v2,68.16,72.45,24.03,68.16,,,,,,,110.67,98.87,-0.10662329447908192
liq_top_20_then_bs_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,601699,潞安环能,,0,bs_score_v2,68.07,66.25,25.81,68.07,,,,,,,14.75,13.4,-0.09152542372881356
liq20_score_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_score_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_score_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300085,银之杰,,0,score,73.87,73.87,27.94,67.41,,,,,,,46.55,33.7,-0.2760472610096669
liq20_score_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002150,正泰电源,,0,score,73.47,73.47,26.37,61.06,,,,,,,37.89,28.99,-0.2348904724201637
liq20_score_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002256,兆新股份,,0,score,73.43,73.43,25.26,67.18,,,,,,,4.44,3.78,-0.1486486486486488
liq20_score_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_score_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_score_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300085,银之杰,,0,score,73.87,73.87,27.94,67.41,,,,,,,46.55,33.7,-0.2760472610096669
liq20_score_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002150,正泰电源,,0,score,73.47,73.47,26.37,61.06,,,,,,,37.89,28.99,-0.2348904724201637
liq20_score_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002256,兆新股份,,0,score,73.43,73.43,25.26,67.18,,,,,,,4.44,3.78,-0.1486486486486488
liq20_score_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_score_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_score_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300085,银之杰,,0,score,73.87,73.87,27.94,67.41,,,,,,,46.55,33.7,-0.2760472610096669
liq20_score_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002150,正泰电源,,0,score,73.47,73.47,26.37,61.06,,,,,,,37.89,28.99,-0.2348904724201637
liq20_score_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002256,兆新股份,,0,score,73.43,73.43,25.26,67.18,,,,,,,4.44,3.78,-0.1486486486486488
liq20_score_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_score_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_score_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300085,银之杰,,0,score,73.87,73.87,27.94,67.41,,,,,,,46.55,33.7,-0.2760472610096669
liq20_score_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002150,正泰电源,,0,score,73.47,73.47,26.37,61.06,,,,,,,37.89,28.99,-0.2348904724201637
liq20_score_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002256,兆新股份,,0,score,73.43,73.43,25.26,67.18,,,,,,,4.44,3.78,-0.1486486486486488
liq20_bs_score_v2_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,bs_score_v2,75.3,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_bs_score_v2_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,bs_score_v2,74.54,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_bs_score_v2_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601088,中国神华,,0,bs_score_v2,68.82,68.53,28.96,68.82,,,,,,,48.63,48.42,-0.004318322023442289
liq20_bs_score_v2_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300866,安克创新,,0,bs_score_v2,68.16,72.45,24.03,68.16,,,,,,,110.67,98.87,-0.10662329447908192
liq20_bs_score_v2_b_bonus_0pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601699,潞安环能,,0,bs_score_v2,68.07,66.25,25.81,68.07,,,,,,,14.75,13.4,-0.09152542372881356
liq20_bs_score_v2_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,bs_score_v2,75.3,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_bs_score_v2_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,bs_score_v2,74.54,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_bs_score_v2_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601088,中国神华,,0,bs_score_v2,68.82,68.53,28.96,68.82,,,,,,,48.63,48.42,-0.004318322023442289
liq20_bs_score_v2_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300866,安克创新,,0,bs_score_v2,68.16,72.45,24.03,68.16,,,,,,,110.67,98.87,-0.10662329447908192
liq20_bs_score_v2_b_bonus_3pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601699,潞安环能,,0,bs_score_v2,68.07,66.25,25.81,68.07,,,,,,,14.75,13.4,-0.09152542372881356
liq20_bs_score_v2_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,bs_score_v2,75.3,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_bs_score_v2_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,bs_score_v2,74.54,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_bs_score_v2_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601088,中国神华,,0,bs_score_v2,68.82,68.53,28.96,68.82,,,,,,,48.63,48.42,-0.004318322023442289
liq20_bs_score_v2_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300866,安克创新,,0,bs_score_v2,68.16,72.45,24.03,68.16,,,,,,,110.67,98.87,-0.10662329447908192
liq20_bs_score_v2_b_bonus_5pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601699,潞安环能,,0,bs_score_v2,68.07,66.25,25.81,68.07,,,,,,,14.75,13.4,-0.09152542372881356
liq20_bs_score_v2_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,bs_score_v2,75.3,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq20_bs_score_v2_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,bs_score_v2,74.54,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
liq20_bs_score_v2_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,603063,禾望电气,,1,bs_score_v2,69.8652,60.17,25.84,64.69,,,,,WATCH,,32.38,29.62,-0.08523780111179746
liq20_bs_score_v2_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,601088,中国神华,,0,bs_score_v2,68.82,68.53,28.96,68.82,,,,,,,48.63,48.42,-0.004318322023442289
liq20_bs_score_v2_b_bonus_8pct,2026-03-23,2026-03-24,2026-04-07,10,1,5,300866,安克创新,,0,bs_score_v2,68.16,72.45,24.03,68.16,,,,,,,110.67,98.87,-0.10662329447908192
baseline_full_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,600681,百川能源,,0,score,83.05,83.05,21.45,74.99,,,,,,,4.8,4.17,-0.13124999999999998
baseline_full_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,300051,琏升科技,,1,score,82.93,82.93,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
baseline_full_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,300939,秋田微,,0,score,81.83,81.83,20.78,74.29,,,,,,,45.91,38.82,-0.15443258549335648
baseline_full_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
baseline_full_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,603105,芯能科技,,0,score,79.9,79.9,23.17,73.13,,,,,,,12.85,10.8,-0.15953307392996097
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,300051,琏升科技,,1,bs_score_v2,73.47,82.93,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,600135,乐凯胶片,,1,bs_score_v2,68.45,72.3,21.07,68.45,,,,,WATCH,,11.13,10.25,-0.07906558849955081
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,000791,甘肃能源,,1,bs_score_v2,65.76,59.72,25.52,65.76,,,,,,,8.47,7.36,-0.1310507674144038
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,002183,怡亚通,,1,bs_score_v2,65.35,66.24,23.5,65.35,,,,,WATCH,,5.42,5.84,0.07749077490774914
baseline_b_score_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,603063,禾望电气,,1,bs_score_v2,64.0,54.81,26.08,64.0,,,,,,,32.58,31.62,-0.02946593001841613
baseline_full_liquidity,2026-03-24,2026-03-25,2026-04-08,10,1,5,300502,新易盛,,0,s_liquidity,30.0,59.22,30.0,63.53,,,,,,,490.21,501.5,0.02303094592113597
baseline_full_liquidity,2026-03-24,2026-03-25,2026-04-08,10,1,5,000988,华工科技,,0,s_liquidity,29.99,63.18,29.99,64.54,,,,,,,113.66,110.41,-0.02859405243709312
baseline_full_liquidity,2026-03-24,2026-03-25,2026-04-08,10,1,5,300308,中际旭创,,0,s_liquidity,29.99,59.23,29.99,63.0,,,,,,,625.7391,688.9537,0.10102389318487526
baseline_full_liquidity,2026-03-24,2026-03-25,2026-04-08,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,61.6,29.98,62.68,,,,,,,399.163,397.4364,-0.0043255512159193765
baseline_full_liquidity,2026-03-24,2026-03-25,2026-04-08,10,1,5,300274,阳光电源,,0,s_liquidity,29.98,60.38,29.98,64.97,,,,,,,164.69,126.99,-0.22891493108264016
liq_top_10_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq_top_10_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_10_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,000617,中油资本,,0,score,73.02,73.02,29.18,69.86,,,,,,,10.46,10.39,-0.006692160611854736
liq_top_10_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,603738,泰晶科技,,0,score,73.01,73.01,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq_top_10_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,000815,美利云,,0,score,72.16,72.16,29.13,70.2,,,,,,,20.81,20.31,-0.024026910139356095
liq_top_20_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq_top_20_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_20_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,600032,浙江新能,,0,score,79.13,79.13,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq_top_20_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,score,78.93,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq_top_20_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,score,77.63,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq_top_30_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,600681,百川能源,,0,score,83.05,83.05,21.45,74.99,,,,,,,4.8,4.17,-0.13124999999999998
liq_top_30_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,300051,琏升科技,,1,score,82.93,82.93,21.2,73.47,,,,,TRADE,,11.8,12.3,0.04237288135593209
liq_top_30_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq_top_30_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,603105,芯能科技,,0,score,79.9,79.9,23.17,73.13,,,,,,,12.85,10.8,-0.15953307392996097
liq_top_30_then_score,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq_top_20_then_bs_v2,2026-03-24,2026-03-25,2026-04-08,10,1,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,600032,浙江新能,,0,score,79.13,79.13,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,score,78.93,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,score,77.63,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,600032,浙江新能,,0,score,79.13,79.13,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,score,78.93,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,score,77.63,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,600032,浙江新能,,0,score,79.13,79.13,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,score,78.93,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,score,77.63,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,601016,节能风电,,0,score,80.65,80.65,29.03,66.74,,,,,,,4.98,4.1,-0.17670682730923704
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,score,79.81,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,600032,浙江新能,,0,score,79.13,79.13,24.4,64.35,,,,,,,11.65,9.19,-0.2111587982832619
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,score,78.93,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_score_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,score,77.63,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq20_bs_score_v2_b_bonus_0pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq20_bs_score_v2_b_bonus_3pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
liq20_bs_score_v2_b_bonus_5pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603738,泰晶科技,,0,bs_score_v2,70.29,73.01,27.47,70.29,,,,,,,26.0,26.19,0.007307692307692459
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,688195,腾景科技,,0,bs_score_v2,74.1,79.81,28.62,74.1,,,,,,,272.0,339.0,0.24632352941176472
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,603803,瑞斯康达,,0,bs_score_v2,72.29,78.93,25.67,72.29,,,,,,,15.61,14.0,-0.10313901345291476
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,001258,立新能源,,0,bs_score_v2,71.39,77.63,24.91,71.39,,,,,,,10.88,8.62,-0.20772058823529427
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,000791,甘肃能源,,1,bs_score_v2,71.02080000000001,59.72,25.52,65.76,,,,,,,8.47,7.36,-0.1310507674144038
liq20_bs_score_v2_b_bonus_8pct,2026-03-24,2026-03-25,2026-04-08,10,1,5,000862,银星能源,,0,bs_score_v2,70.43,71.98,25.89,70.43,,,,,,,8.78,6.38,-0.27334851936218674
baseline_full_score,2026-03-25,2026-03-26,2026-04-09,10,1,5,600930,华电新能,,0,score,83.32,83.32,29.24,75.67,,,,,,,7.29,6.03,-0.1728395061728395
baseline_full_score,2026-03-25,2026-03-26,2026-04-09,10,1,5,603929,亚翔集成,,0,score,81.69,81.69,26.44,73.13,,,,,,,202.31,198.99,-0.016410459196282923
baseline_full_score,2026-03-25,2026-03-26,2026-04-09,10,1,5,003036,泰坦股份,,0,score,81.22,81.22,17.43,72.21,,,,,,,23.24,24.07,0.03571428571428581
baseline_full_score,2026-03-25,2026-03-26,2026-04-09,10,1,5,000791,甘肃能源,,1,score,80.89,80.89,25.91,70.54,,,,,TRADE,,9.25,7.21,-0.2205405405405405
baseline_full_score,2026-03-25,2026-03-26,2026-04-09,10,1,5,002150,正泰电源,,0,score,80.76,80.76,27.14,74.44,,,,,,,37.51,32.78,-0.12609970674486792
baseline_b_score_v2,2026-03-25,2026-03-26,2026-04-09,10,1,5,300383,光环新网,,1,bs_score_v2,71.87,65.59,29.32,71.87,,,,,WATCH,,17.69,17.48,-0.011871113623516116
baseline_b_score_v2,2026-03-25,2026-03-26,2026-04-09,10,1,5,603063,禾望电气,,1,bs_score_v2,70.61,70.96,26.39,70.61,,,,,WATCH,,33.98,32.76,-0.03590347263095939
baseline_b_score_v2,2026-03-25,2026-03-26,2026-04-09,10,1,5,000791,甘肃能源,,1,bs_score_v2,70.54,80.89,25.91,70.54,,,,,TRADE,,9.25,7.21,-0.2205405405405405
baseline_b_score_v2,2026-03-25,2026-03-26,2026-04-09,10,1,5,002218,拓日新能,,1,bs_score_v2,69.11,57.08,26.73,69.11,,,,,,,7.3,5.8,-0.20547945205479456
