strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq_top_20_then_bs_v2,2026-03-19,2026-03-20,2026-04-02,10,1,5,688498,源杰科技,,0,bs_score_v2,70.4,75.56,29.35,70.4,,,,,,,992.74,1034.0,0.04156173821947329
liq_top_20_then_bs_v2,2026-03-19,2026-03-20,2026-04-02,10,1,5,300317,珈伟新能,,0,bs_score_v2,70.34,72.54,26.26,70.34,,,,,,,6.6,4.93,-0.25303030303030305
liq_top_20_then_bs_v2,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,bs_score_v2,69.94,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq_top_20_then_bs_v2,2026-03-19,2026-03-20,2026-04-02,10,1,5,688766,普冉股份,,0,bs_score_v2,69.89,75.66,28.43,69.89,,,,,,,292.51,224.1,-0.23387234624457287
liq20_score_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,score,81.21,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_score_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601398,工商银行,,0,score,78.92,78.92,29.09,68.81,,,,,,,7.53,7.63,0.013280212483399723
liq20_score_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,score,78.1,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_score_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688766,普冉股份,,0,score,75.66,75.66,28.43,69.89,,,,,,,292.51,224.1,-0.23387234624457287
liq20_score_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688498,源杰科技,,0,score,75.56,75.56,29.35,70.4,,,,,,,992.74,1034.0,0.04156173821947329
liq20_score_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,score,81.21,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_score_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601398,工商银行,,0,score,78.92,78.92,29.09,68.81,,,,,,,7.53,7.63,0.013280212483399723
liq20_score_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,score,78.1,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_score_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300166,东方国信,,1,score,77.3015,75.05,28.79,69.3,,,,,TRADE,,16.07,13.92,-0.1337896701929061
liq20_score_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688766,普冉股份,,0,score,75.66,75.66,28.43,69.89,,,,,,,292.51,224.1,-0.23387234624457287
liq20_score_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,score,81.21,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_score_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601398,工商银行,,0,score,78.92,78.92,29.09,68.81,,,,,,,7.53,7.63,0.013280212483399723
liq20_score_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300166,东方国信,,1,score,78.8025,75.05,28.79,69.3,,,,,TRADE,,16.07,13.92,-0.1337896701929061
liq20_score_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,score,78.1,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_score_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688766,普冉股份,,0,score,75.66,75.66,28.43,69.89,,,,,,,292.51,224.1,-0.23387234624457287
liq20_score_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,score,81.21,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_score_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300166,东方国信,,1,score,81.054,75.05,28.79,69.3,,,,,TRADE,,16.07,13.92,-0.1337896701929061
liq20_score_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601398,工商银行,,0,score,78.92,78.92,29.09,68.81,,,,,,,7.53,7.63,0.013280212483399723
liq20_score_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,score,78.1,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_score_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688766,普冉股份,,0,score,75.66,75.66,28.43,69.89,,,,,,,292.51,224.1,-0.23387234624457287
liq20_bs_score_v2_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,bs_score_v2,70.52,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_bs_score_v2_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688498,源杰科技,,0,bs_score_v2,70.4,75.56,29.35,70.4,,,,,,,992.74,1034.0,0.04156173821947329
liq20_bs_score_v2_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300317,珈伟新能,,0,bs_score_v2,70.34,72.54,26.26,70.34,,,,,,,6.6,4.93,-0.25303030303030305
liq20_bs_score_v2_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,bs_score_v2,69.94,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_bs_score_v2_b_bonus_0pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688766,普冉股份,,0,bs_score_v2,69.89,75.66,28.43,69.89,,,,,,,292.51,224.1,-0.23387234624457287
liq20_bs_score_v2_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300166,东方国信,,1,bs_score_v2,71.379,75.05,28.79,69.3,,,,,TRADE,,16.07,13.92,-0.1337896701929061
liq20_bs_score_v2_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,bs_score_v2,70.52,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_bs_score_v2_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688498,源杰科技,,0,bs_score_v2,70.4,75.56,29.35,70.4,,,,,,,992.74,1034.0,0.04156173821947329
liq20_bs_score_v2_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300317,珈伟新能,,0,bs_score_v2,70.34,72.54,26.26,70.34,,,,,,,6.6,4.93,-0.25303030303030305
liq20_bs_score_v2_b_bonus_3pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,bs_score_v2,69.94,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_bs_score_v2_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300166,东方国信,,1,bs_score_v2,72.765,75.05,28.79,69.3,,,,,TRADE,,16.07,13.92,-0.1337896701929061
liq20_bs_score_v2_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,bs_score_v2,70.52,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_bs_score_v2_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688498,源杰科技,,0,bs_score_v2,70.4,75.56,29.35,70.4,,,,,,,992.74,1034.0,0.04156173821947329
liq20_bs_score_v2_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300317,珈伟新能,,0,bs_score_v2,70.34,72.54,26.26,70.34,,,,,,,6.6,4.93,-0.25303030303030305
liq20_bs_score_v2_b_bonus_5pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,bs_score_v2,69.94,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
liq20_bs_score_v2_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300166,东方国信,,1,bs_score_v2,74.84400000000001,75.05,28.79,69.3,,,,,TRADE,,16.07,13.92,-0.1337896701929061
liq20_bs_score_v2_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300085,银之杰,,0,bs_score_v2,70.52,78.1,27.42,70.52,,,,,,,43.99,35.42,-0.19481700386451462
liq20_bs_score_v2_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,688498,源杰科技,,0,bs_score_v2,70.4,75.56,29.35,70.4,,,,,,,992.74,1034.0,0.04156173821947329
liq20_bs_score_v2_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,300317,珈伟新能,,0,bs_score_v2,70.34,72.54,26.26,70.34,,,,,,,6.6,4.93,-0.25303030303030305
liq20_bs_score_v2_b_bonus_8pct,2026-03-19,2026-03-20,2026-04-02,10,1,5,601939,建设银行,,0,bs_score_v2,69.94,81.21,26.67,69.94,,,,,,,9.33,9.58,0.026795284030010746
baseline_full_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,600396,华电辽能,,0,score,81.83,81.83,23.49,67.77,,,,,,,6.65,7.08,0.0646616541353382
baseline_full_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,002422,科伦药业,,0,score,80.95,80.95,22.86,73.67,,,,,,,33.98,35.62,0.04826368452030616
baseline_full_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,000856,冀东装备,,0,score,80.03,80.03,12.36,70.08,,,,,,,11.9,10.03,-0.15714285714285725
baseline_full_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
baseline_full_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300939,秋田微,,0,score,79.03,79.03,18.85,71.14,,,,,,,38.97,36.18,-0.07159353348729791
baseline_b_score_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,603063,禾望电气,,1,bs_score_v2,67.06,59.8,25.69,67.06,,,,,,,32.29,29.6,-0.08330752554970577
baseline_b_score_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,600177,雅戈尔,,1,bs_score_v2,66.35,67.24,18.84,66.35,,,,,WATCH,,7.9214,7.57,-0.044360845305122854
baseline_b_score_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,601000,唐山港,,1,bs_score_v2,64.79,71.72,15.07,64.79,,,,,WATCH,,4.38,4.71,0.07534246575342474
baseline_b_score_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,002183,怡亚通,,1,bs_score_v2,62.3,64.4,22.92,62.3,,,,,WATCH,,5.23,5.22,-0.0019120458891014325
baseline_b_score_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,600135,乐凯胶片,,1,bs_score_v2,61.42,57.01,19.69,61.42,,,,,,,10.48,9.44,-0.0992366412213741
baseline_full_liquidity,2026-03-20,2026-03-23,2026-04-03,10,1,5,300502,新易盛,,0,s_liquidity,30.0,72.66,30.0,69.63,,,,,,,456.13,455.3,-0.0018196566768245992
baseline_full_liquidity,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,s_liquidity,29.99,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
baseline_full_liquidity,2026-03-20,2026-03-23,2026-04-03,10,1,5,000988,华工科技,,0,s_liquidity,29.99,58.44,29.99,64.82,,,,,,,111.3,103.54,-0.0697214734950583
baseline_full_liquidity,2026-03-20,2026-03-23,2026-04-03,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,69.48,29.98,66.87,,,,,,,423.8746,392.5205,-0.0739702260998889
baseline_full_liquidity,2026-03-20,2026-03-23,2026-04-03,10,1,5,300394,天孚通信,,0,s_liquidity,29.98,30.68,29.98,48.41,,,,,,,300.06,333.86,0.11264413783909899
liq_top_10_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq_top_10_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq_top_10_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,score,76.69,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq_top_10_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,score,76.61,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq_top_10_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,score,76.37,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq_top_20_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq_top_20_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq_top_20_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,score,76.69,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq_top_20_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,score,76.61,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq_top_20_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,score,76.37,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq_top_30_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,600396,华电辽能,,0,score,81.83,81.83,23.49,67.77,,,,,,,6.65,7.08,0.0646616541353382
liq_top_30_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,002422,科伦药业,,0,score,80.95,80.95,22.86,73.67,,,,,,,33.98,35.62,0.04826368452030616
liq_top_30_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq_top_30_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq_top_30_then_score,2026-03-20,2026-03-23,2026-04-03,10,1,5,300720,海川智能,,0,score,76.73,76.73,22.88,71.16,,,,,,,56.63,61.81,0.09147095179233622
liq_top_20_then_bs_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,bs_score_v2,72.53,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq_top_20_then_bs_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,bs_score_v2,71.61,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq_top_20_then_bs_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,300763,锦浪科技,,0,bs_score_v2,71.6,74.16,29.12,71.6,,,,,,,117.43,88.34,-0.2477220471770416
liq_top_20_then_bs_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,bs_score_v2,71.06,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq_top_20_then_bs_v2,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,bs_score_v2,70.66,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_score_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_score_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq20_score_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,score,76.69,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_score_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,score,76.61,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_score_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,score,76.37,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_score_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_score_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq20_score_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,score,76.69,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_score_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,score,76.61,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_score_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,score,76.37,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_score_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_score_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq20_score_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,score,76.69,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_score_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,score,76.61,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_score_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,score,76.37,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_score_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,score,79.21,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_score_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,605117,德业股份,,0,score,76.9,76.9,28.89,54.26,,,,,,,133.67,121.9,-0.08805266701578507
liq20_score_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,score,76.69,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_score_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,score,76.61,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_score_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,score,76.37,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_bs_score_v2_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,bs_score_v2,72.53,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_bs_score_v2_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,bs_score_v2,71.61,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_bs_score_v2_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300763,锦浪科技,,0,bs_score_v2,71.6,74.16,29.12,71.6,,,,,,,117.43,88.34,-0.2477220471770416
liq20_bs_score_v2_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,bs_score_v2,71.06,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_bs_score_v2_b_bonus_0pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,bs_score_v2,70.66,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_bs_score_v2_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,bs_score_v2,72.53,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_bs_score_v2_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,bs_score_v2,71.61,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_bs_score_v2_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300763,锦浪科技,,0,bs_score_v2,71.6,74.16,29.12,71.6,,,,,,,117.43,88.34,-0.2477220471770416
liq20_bs_score_v2_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,bs_score_v2,71.06,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_bs_score_v2_b_bonus_3pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,bs_score_v2,70.66,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_bs_score_v2_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,bs_score_v2,72.53,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_bs_score_v2_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,bs_score_v2,71.61,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_bs_score_v2_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300763,锦浪科技,,0,bs_score_v2,71.6,74.16,29.12,71.6,,,,,,,117.43,88.34,-0.2477220471770416
liq20_bs_score_v2_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,bs_score_v2,71.06,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
liq20_bs_score_v2_b_bonus_5pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,688048,长光华芯,,0,bs_score_v2,70.66,76.37,29.19,70.66,,,,,,,191.43,236.93,0.23768479339706428
liq20_bs_score_v2_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,002025,航天电器,,0,bs_score_v2,72.53,76.61,28.2,72.53,,,,,,,60.5,60.65,0.0024793388429751317
liq20_bs_score_v2_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,603063,禾望电气,,1,bs_score_v2,72.4248,59.8,25.69,67.06,,,,,,,32.29,29.6,-0.08330752554970577
liq20_bs_score_v2_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300432,富临精工,,0,bs_score_v2,71.61,79.21,27.16,71.61,,,,,,,21.2,22.12,0.04339622641509444
liq20_bs_score_v2_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300763,锦浪科技,,0,bs_score_v2,71.6,74.16,29.12,71.6,,,,,,,117.43,88.34,-0.2477220471770416
liq20_bs_score_v2_b_bonus_8pct,2026-03-20,2026-03-23,2026-04-03,10,1,5,300308,中际旭创,,0,bs_score_v2,71.06,76.69,29.99,71.06,,,,,,,591.0081,607.2372,0.027460029735633107
baseline_full_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,000862,银星能源,,0,score,80.15,80.15,25.45,74.54,,,,,,,8.48,6.27,-0.2606132075471699
baseline_full_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
baseline_full_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,603687,大胜达,,0,score,78.2,78.2,19.22,65.62,,,,,,,15.0,16.38,0.09199999999999986
baseline_full_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002947,恒铭达,,0,score,75.2,75.2,22.19,67.47,,,,,,,49.2769,54.8214,0.11251722409485976
baseline_full_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,001256,炜冈科技,,0,score,75.09,75.09,4.34,63.78,,,,,,,23.75,21.18,-0.10821052631578953
baseline_b_score_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,603063,禾望电气,,1,bs_score_v2,64.69,60.17,25.84,64.69,,,,,WATCH,,32.38,29.62,-0.08523780111179746
baseline_b_score_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,600135,乐凯胶片,,1,bs_score_v2,63.6,60.6,20.25,63.6,,,,,WATCH,,10.72,9.64,-0.10074626865671643
baseline_b_score_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,689009,九号公司-WD,,1,bs_score_v2,63.35,49.89,22.81,63.35,,,,,,,50.7,44.31,-0.1260355029585799
baseline_b_score_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,600177,雅戈尔,,1,bs_score_v2,62.65,64.14,19.15,62.65,,,,,WATCH,,7.78,7.44,-0.04370179948586117
baseline_b_score_v2,2026-03-23,2026-03-24,2026-04-07,10,1,5,002112,三变科技,,1,bs_score_v2,62.64,51.37,28.27,62.64,,,,,,,24.07,20.06,-0.16659742417947654
baseline_full_liquidity,2026-03-23,2026-03-24,2026-04-07,10,1,5,300502,新易盛,,0,s_liquidity,30.0,51.51,30.0,57.1,,,,,,,459.0,458.7,-0.0006535947712418277
baseline_full_liquidity,2026-03-23,2026-03-24,2026-04-07,10,1,5,300308,中际旭创,,0,s_liquidity,29.99,54.03,29.99,58.31,,,,,,,599.7083,620.2626,0.03427382946008928
baseline_full_liquidity,2026-03-23,2026-03-24,2026-04-07,10,1,5,000988,华工科技,,0,s_liquidity,29.99,50.97,29.99,59.94,,,,,,,113.54,104.2,-0.08226175797075919
baseline_full_liquidity,2026-03-23,2026-03-24,2026-04-07,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,62.18,29.98,62.7,,,,,,,411.3512,390.6211,-0.050395136807671825
baseline_full_liquidity,2026-03-23,2026-03-24,2026-04-07,10,1,5,300394,天孚通信,,0,s_liquidity,29.98,30.82,29.98,50.44,,,,,,,298.49,317.36,0.06321819826459851
liq_top_10_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,002594,比亚迪,,0,score,79.68,79.68,29.9,75.3,,,,,,,108.4,97.98,-0.09612546125461252
liq_top_10_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,300085,银之杰,,0,score,73.87,73.87,27.94,67.41,,,,,,,46.55,33.7,-0.2760472610096669
liq_top_10_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,601088,中国神华,,0,score,68.53,68.53,28.96,68.82,,,,,,,48.63,48.42,-0.004318322023442289
liq_top_10_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,601857,中国石油,,0,score,68.06,68.06,29.84,65.32,,,,,,,12.0,12.56,0.046666666666666634
liq_top_10_then_score,2026-03-23,2026-03-24,2026-04-07,10,1,5,300498,温氏股份,,0,score,67.97,67.97,27.09,66.33,,,,,,,16.84,16.46,-0.0225653206650831
