名称,SinaApp,,现价,5日移动均线,10日移动均线,20日移动均线,市盈增长比率,公允价值,公允价值上行边际,公允价值不确定性,贝塔(5年),价格动能评分,现金流评分,财务成长稳健度评分,盈利评分,atr_14d,交易量(仅交易日),流通股份,市值(经调整),预期净利润增长率,毛利率,税前利润率,1周价格总回报,年初至今的价格总回报,市盈率(经调整),technical_signal_1d,technical_signal_1w,EV/EBITDA增长率,PEGY比率,每股股息(不包括特别股息及未就拆股调整)
华宇软件,300271,300271,8.56,8.87,8.932,8.8515,-0.238134152,7.2463,-0.1535,高,-,1.651016667,2.332226316,1.6906,1.01238125,0.3064,24803800,811860673,6957645967,1.452832339,0.300485,-0.259076712,-0.050941307,0.220797721,-21.63871665,卖出,强力买入,NM-,-0.238134152,-
华昌达,#N/A,300278,6.14,6.146,6.208,5.9775,-14.43916175,4.5356,-0.2613,中性,-0.248895,2.770195833,1.7667275,1.639339583,1.220691667,0.2736,40257490,1421506508,8585899308,0.733959087,0.124698,0.034837816,-0.042789223,0.032478632,-157.0042496,中性,强力买入,NM-,-14.43916175,-
国瓷材料,#N/A,300285,22.85,21.974305100722,21.421341075275,20.3606486800135,7.228511806,26.7848,0.1722,最低,1.156602,3.148679167,3.5516575,3.072766667,3.520997917,1.0993,65714590,991287699,22700488307,0.273119581,0.376895,0.180272035,0.030635799,0.359374169,38.55366366,强力买入,强力买入,4.955649813,6.178025486,0.15
掌趣科技,#N/A,300315,5.85,6.074,6.067,5.95,-9.127008516,4.5128,-0.2286,中性,-,2.608970833,2.974025,1.506902174,2.326133333,0.2293,135949800,2707611003,15893676587,6.414521782,0.749528,0.034171771,-0.045528455,0.067272727,143.4091696,卖出,强力买入,205.7088725,-9.127008516,-
晶盛机电,300316,300316,30.46,29.984,30.022,29.263,-49.13%,36.5785,20.09%,最低,0.357388,1.795216667,2.6735325,2.149577083,3.045635417,0.8571,19713210,1307359813,39443045558,-50.67%,19.59%,8.06%,0.73%,-4.05%,46.80373641,强力买入,强力买入,0.728491666,-0.499972245,0.4
硕贝德,300322,300322,26.8,27.556,27.023,26.228,-6.112103178,15.933,-0.4055,高,-,3.692475,1.404285,2.622810417,2.00853125,2.0636,71831890,460811445,12561719990,2.961528671,0.222482,-0.008363902,0.004051565,1.079328757,289.5688343,买入,强力买入,0.454970779,-6.112103178,-
润和软件,300339,300339,66.4,66.354,64.754,59.167,-1715.49%,37.2623,-43.88%,中性,0.306332,3.953966667,2.0433475,2.345664583,2.575058333,4.6486,88569220,789531108,51714287574,106.07%,22.47%,3.92%,2.07%,30.92%,492.7122207,强力买入,强力买入,126.3183772,-17.15493074,-
麦迪电气,#N/A,300341,17.66,17.91,17.784,17.469,13.39954305,12.8059,-0.2749,中性,-0.178694,2.9246125,3.3949625,1.758645833,3.061741667,0.5157,8727200,517410336,9106421913,0.200473083,0.418787,0.137345741,-0.026548673,0.009507381,57.33781207,买入,强力买入,NM-,12.1498014,0.07
联创互联,300343,300343,5.44,5.508,5.522,5.3165,0.408186809,4.9235,-0.0949,中性,-1.050564,1.9839875,2.2498075,1.966329167,1.648308333,0.2571,17375860,1056864219,5664792213,-2.344916006,0.129723,0.04589888,-0.04456328,-0.071057192,173.3185821,中性,强力买入,14.70447276,0.408186809,-
南大光电,#N/A,300346,36.75,36.098,35.526,34.1805,3.836766536,37.0791,0.009,最低,-0.288168,3.416116667,3.51041,3.955333333,3.447895833,1.4329,48698640,691156903,24999145181,0.108193106,0.35294,0.186152008,0.002494457,0.12757197,72.29727042,强力买入,强力买入,0.685286443,3.768763594,0
M Grass Ecology and Environment Group Co Ltd,300355,300355,4.65,4.608,4.595,4.461,525.35%,5.1349,10.43%,中性,-0.060382,2.457870833,2.53572,1.96265,1.754572917,0.1664,49570900,1604242081,7267216626,3296.83%,25.14%,1.49%,-2.58%,-11.61%,5964.588071,强力买入,强力买入,NM-,5.257570224,0.004
光环新网,300383,300383,16.51,16.526,16.05,15.302,-269.27%,12.3767,-25.03%,中性,-,2.6198875,2.257425,1.706416667,2.61563125,0.7336,119060600,1797592847,29031124479,-12.32%,40.95%,4.51%,-2.30%,11.17%,148.1800713,强力买入,强力买入,NM-,-2.71411888,0.06
天和防务,#N/A,300397,14.46,14.658,14.898,14.852,-50.14679536,9.4167,-0.3488,中性,0.247422,2.402641667,1.06362,1.48770625,0.7888625,0.56,21461610,517636745,7422910923,NM,0.224312,-0.440287255,-0.058437295,0.304822566,-53.07581158,卖出,强力买入,NM-,-50.14679536,-
凯发电气,#N/A,300407,11.53,11.554,11.687,11.5745,-1.427747418,9.9869,-0.1338,中性,-,2.919841667,3.4590725,2.708010417,2.271308333,0.3614,8872200,315349144,3639129121,0.564930512,0.249067,0.040975501,-0.000865801,0.145434978,60.38479478,中性,强力买入,2.930263989,-1.46267122,0.1
苏试试验,#N/A,300416,18.54,18.738,17.835,17.229,-2.949663213,17.7942,-0.0402,最低,0.0162,3.178554167,2.5991075,2.678177083,3.315185417,0.7671,53170800,508547806,9540356840,0.133949859,0.429779,0.147588248,-0.01985371,0.612428161,43.42822976,强力买入,强力买入,2.063301322,-3.13898824,0.15
航新科技,#N/A,300424,17.05,17.168,17.18,17.302,0.118854143,11.5857,-0.3205,中性,0.08051,2.354829167,2.10117,1.895854167,1.02768125,0.4793,10936810,245428777,4174743496,0.930374304,0.270281,-0.0601266,-0.029663434,-0.058139535,-42.42671551,中性,强力买入,100.0043133,0.118854143,0
诚益通,#N/A,300430,22.83,22.414,22.837,22.5495,-1.408228684,23.2356,0.0178,中性,0.18753,3.247783333,2.6945975,2.185054167,2.410116667,1.0507,13678700,273046796,6026142787,1.894665515,0.417968,0.067157118,-0.045002164,0.445739831,79.20894632,中性,强力买入,4.587949538,-1.422986791,0.055
双杰电气,300444,300444,8.18,8.036,7.912,7.697,-264.32%,9.9169,21.23%,高,-,3.3846,1.37505,2.619660417,2.365845833,0.27,37085830,798625090,6412959472,185.01%,18.77%,0.29%,1.77%,15.87%,43.98972695,强力买入,强力买入,0.07880852,-2.643182512,-
先导智能,300450,300450,40.7,30.5,29.426,27.7935,-668.80%,40.0613,-1.57%,中性,0.606774,3.855275,1.789365,1.03279375,2.0001,1.9029,120256600,1554889537,55214127458,517.26%,28.82%,-1.10%,21.48%,77.77%,327.796894,强力买入,强力买入,719.6694487,-6.699107319,0.056
深信服,#N/A,300454,128.06,124.696,116.034,110.8575,0.377771624,138.7918,0.0838,中性,0.994599,3.3638375,3.3000775,2.921875,2.91445625,6.73,13694730,416732948,53966916766,1.428626871,0.614811,0.072257715,0.05965142,1.257653712,108.2740576,强力买入,强力买入,0.062271587,0.377699445,0.063
全志科技,300458,300458,52.5,46.406,45.246,42.9205,873.44%,32.9546,-37.23%,中性,0.282768,3.855079167,3.5234975,3.17835625,3.033641667,2.6543,58677700,824334212,38611814490,385.29%,30.30%,8.38%,3.49%,57.88%,239.8122848,强力买入,强力买入,0.634309226,8.51956977,0.25
田中精机,#N/A,300461,21.14,21.894,21.919,21.5525,0.008989205,15.9794,-0.2441,中性,0.77565,1.971179167,2.5192575,1.821954167,0.732545833,1.0921,4726800,157056692,3282484862,NM,0.020161,-0.671850109,-0.082528534,0.120042872,-23.11812062,卖出,强力买入,NM-,0.008989205,-
迅游科技,300467,300467,23.72,23.436,23.768,23.393,-10.09754596,15.0533,-0.3654,中性,-,2.813958333,2.8258175,1.8486375,2.45465625,1.0579,6280500,203204897,4657456239,-8.833912879,0.547969,0.048515133,-0.058726899,0.457088366,410.4663509,中性,强力买入,NM-,-10.09754596,-
Transportation Telecommunication & Information Development Inc Ltd Zhejiang,#N/A,300469,60.28,53.326,50.194,46.867,-2.925453269,29.1667,-0.5161,高,0.149239,4.7531,0.98819,2.157585417,0.836377083,3.5693,16217090,248238824,13831867273,NM,0.165464,-0.517701106,0.108414561,1.37106383,-119.1433166,强力买入,强力买入,NM-,-2.925453269,-
厚普股份,#N/A,300471,11.18,11.388,11.609,11.5745,-2.489848029,8.9314,-0.2011,中性,0.629356,2.059879167,1.93011,2.253633333,1.04889375,0.3764,8952215,404165856,4453907733,NM,0.247317,-0.091436999,-0.057313944,0.164904863,-83.39774039,强力卖出,买入,NM-,-2.489848029,-
通合科技,#N/A,300491,39.01,32.974,28.304,24.6845,-7.81771616,29.4415,-0.2453,中性,-0.100147,4.590033333,2.5980275,2.683208333,1.992160417,2.7407,33822850,174738099,6751880145,4.931326434,0.258493,0.001987128,0.31383883,1.435762337,382.6423,强力买入,强力买入,3.941486027,-7.833240271,0.068
中科创达,300496,300496,78.31,73.844,69.164,64.443,52.00%,97.6808,24.74%,中性,-,3.440033333,3.247635,2.556529167,2.483558333,3.615,48175830,460012019,36354749861,31.55%,33.98%,8.13%,18.22%,32.83%,93.11392437,强力买入,强力买入,NM-,0.519192397,0
昊志机电,#N/A,300503,31.15,31.21,29.093,26.8415,0.585848712,21.8822,-0.2975,中性,-0.069219,3.745966667,2.0853325,3.214691667,2.505689583,1.7821,28734150,308206385,9375638231,0.305607904,0.330916,0.073391168,-0.093023256,0.611600155,152.5645831,强力买入,强力买入,0.884285809,0.585266563,0.053
博思软件,300525,300525,15.5,16.01,15.981,15.928,-4.209184059,18.6759,0.2049,中性,-,1.774091667,3.164905,2.934216667,3.72529375,0.5364,22349870,751392392,11729235239,0.324644814,0.666214,0.173547335,-0.045843521,0.009799224,40.72748314,强力卖出,强力买入,1.433667602,-4.728172155,0
健帆生物,300529,300529,23.15,23.602,23.618,23.5885,-5.876628328,30.0862,0.2996,最低,0.435444,1.520229167,3.334865,1.993834783,4.0431,0.5407,8481079,774362381,17818078386,0.36796665,0.799542,0.349126187,-0.0460199,-0.186605554,27.24361131,强力卖出,中性,2.156679587,-23.87308303,0.8
农尚环境,#N/A,300536,10.63,10.532,10.726,10.4195,0.082964736,10.6496,0.0018,高,0.114874,2.375391667,1.4265125,1.2287625,0.588864583,0.6214,17529000,293288133,2994471837,NM,0.077577,-0.531138643,-0.056377079,0.781849913,-31.99716619,强力买入,强力买入,NM-,0.082964736,-
新晨科技,300542,300542,23.17,23.838,23.362,22.486,0.257588172,20.9711,-0.0949,中性,0.183112,3.096770833,3.1328625,1.9308375,1.920029167,1.235,13515660,298559899,6911661661,35.26098237,0.139879,-0.060288134,-0.052006552,0.127069133,-403.3085213,买入,强力买入,NM-,0.257588172,0
和仁科技,#N/A,300550,13.86,14.348,14.096,13.8755,0.898371927,10.563,-0.2379,中性,-,2.68105,2.60465,3.024666667,2.717575,0.54,7956880,262560141,3670590771,-1.258860548,0.519345,0.119716016,-0.05156038,-0.075501624,60.32458156,中性,买入,NM-,0.896405955,0.025
筑博设计,#N/A,300564,16.52,17.068,17.408,17.4435,1.547236718,11.9894,-0.2743,中性,0.473735,2.219804167,3.61742,1.504386957,2.052097826,0.7314,5073209,161315200,2650408736,NM,0.324952,0.137375618,-0.056289489,0.377802187,417.8864485,强力卖出,买入,NM-,1.405428177,0.5
天能重工,#N/A,300569,5.56,5.63,5.642,5.5795,0.091909355,4.7397,-0.1475,中性,0.145311,1.994766667,2.22206,1.485572917,1.288675,0.1357,14960240,1002815761,5525514843,-1.905939792,0.116768,-0.074006857,-0.043402778,0.106425703,-46.36434408,卖出,中性,NM-,0.091909355,0
数字认证,#N/A,300579,37.17,38.918,39.553,37.808,5.364951054,24.7227,-0.3349,中性,0.387334,2.8295375,2.8270925,2.860013043,1.964441667,2.5379,8318478,270000000,10071000000,-3.554110118,0.464544,0.0125415,-0.094440398,0.188303535,889.1225633,中性,强力买入,NM-,5.361378466,0.03
康泰生物,#N/A,300601,20.49,19.218,18.549,18.0185,-3.576475796,21.5245,0.0505,中性,0.922434,2.389316667,2.6759775,1.792572917,1.949983333,1.0229,18868360,1116928663,20897735284,0.506900769,0.693997,0.004618563,-0.0645,0.097747627,2105.663643,强力买入,强力买入,NM-,-3.594697696,0.09
寒锐钴业,#N/A,300618,45.74,40.7,39.793,38.453,1.446840229,44.1932,-0.0338,中性,1.090819,3.047875,3.31567,3.32349375,2.29911875,1.8986,26162540,308324991,12804736876,0.348206226,0.136279,0.051123193,0.013916016,0.235234514,73.05984347,强力买入,强力买入,0.801374726,1.434323982,0.15
万兴科技,300624,300624,79.95,82.056,81.162,81.204,0.207225102,52.5004,-0.3433,中性,0.577319,2.805975,1.95245,1.888443478,1.330469565,3.8064,14953020,192711224,15162519104,1.338281772,0.926541,-0.147678111,-0.058964239,0.245922407,-91.83573652,中性,强力买入,NM-,0.207225102,0
三雄极光,#N/A,300625,12.13,12.502,12.545,12.557,1.779295152,10.6236,-0.1242,最低,0.302405,2.3154875,3.0823825,1.619030435,1.745025,0.4636,3147100,279331000,3441357920,1.828608465,0.294234,-0.016884717,-0.041990669,0.083742569,-128.4469986,强力卖出,中性,NM-,1.819452606,0.3
亿联网络,300628,300628,38.04,37.626,36.544,35.3205,244.74%,51.0723,34.26%,最低,0.470299,2.419870833,4.442615,3.279135417,4.424972917,1.0721,12290230,1266564661,47863478539,-1.36%,65.19%,49.52%,3.22%,1.60%,19.24962748,强力买入,强力买入,0.984311093,1.491139578,0
同和药业,#N/A,300636,9.2,8.408,8.455,8.4945,-1.373215307,10.5495,0.1467,最低,0.225822,2.737858333,2.673465,2.415954167,2.1287875,0.3171,41383480,416425995,3660384496,0.857687897,0.264238,0.118714952,0.037780401,0.108775733,47.89046726,强力买入,强力买入,1.529817805,-1.393146718,0.04
星云股份,#N/A,300648,50.42,51.734,54.559,54.8115,-2.453199433,52.3138,0.0376,高,0.697103,2.871891667,2.6806275,2.451645833,1.1542375,3.3293,10891500,174281400,9048690288,10.4674962,0.305839,-0.044134272,-0.051169591,1.257391304,-168.9115298,卖出,强力买入,NM-,-2.453199433,0
鹏鹞环保,300664,300664,5.54,5.612,5.657,5.6025,-0.715921171,4.5262,-0.183,最低,0.177712,2.103095833,2.24889,1.97580625,2.715852083,0.1321,12491900,728960261,4016571038,0.187786893,0.339587,0.151251206,-0.033333333,-0.054406308,40.59255791,强力卖出,买入,NM-,-0.785599195,0.08
富满电子,#N/A,300671,39.87,40.278,41.034,39.769,-1.416647846,34.664,-0.1306,高,0.736867,2.112495833,1.27202,1.94708125,0.818991667,2.1986,12121420,217724473,8506495160,1.823598799,0.004471,-0.290511176,-0.0617195,0.099324705,-37.65746629,中性,强力买入,NM-,-1.416647846,-
北京宇信科技集团股份有限公司,300674,300674,27.94,27.7,27.728,26.9605,226.58%,30.0467,7.54%,中性,0.305841,2.914716667,3.8568475,2.97176875,3.422983333,1.0321,30959300,687358604,18764889889,32.68%,29.11%,10.79%,-3.09%,41.39%,50.29230935,强力买入,强力买入,NM-,2.164786601,0.26
华大基因,300676,300676,53.92,54.504,53.348,52.9365,1.40%,39.5676,-26.62%,中性,0.718213,2.308366667,1.9110825,0.53403125,1.097495833,1.6293,7568040,383846620,20650948156,102.78%,37.03%,-25.50%,-2.39%,28.19%,-27.20577928,强力买入,强力买入,NM-,0.013971487,0
英科医疗,#N/A,300677,36.39,37.374,37.42,37.371,0.107089982,48.6208,0.3361,中性,1.114874,2.989825,1.9779675,2.05264375,3.04365,1.6764,21589450,647765543,23792428394,0.872825415,0.239626,,-0.050904393,0.459181745,19.65757723,中性,强力买入,0.173509632,0.106612542,0.08
朗新科技,300682,300682,26.3,24.944,24.048,21.9755,74.61%,21.4662,-18.38%,中性,0.528718,3.713833333,2.675495,1.922647826,1.739202083,1.6271,28143990,1072337326,26851326643,228.66%,41.06%,-7.56%,1.25%,108.20%,-160.0008945,强力买入,强力买入,NM-,0.750980099,0.25
智动力,#N/A,300686,12.77,13.358,12.924,11.9715,-0.551483777,12.2133,-0.0436,中性,0.789887,3.102754167,2.0656375,2.490633333,1.2007125,0.8986,21744160,256865220,3264756946,NM,0.071336,-0.088616956,-0.027543994,0.455899198,-26.59145518,强力买入,强力买入,NM-,-0.551483777,-
盛弘股份,#N/A,300693,38.34,38.448,38.939,37.024,94.74941354,46.5524,0.2142,最低,0.0432,3.440470833,3.3128575,3.613147917,4.026327083,2.5379,21722190,312042673,12172784673,0.046680537,0.380439,0.14201744,0.012457825,0.470043308,31.26808568,买入,强力买入,0.459214294,18.77751867,0.5
九典制药,300705,300705,18.9,18.88,19.096,18.487,1.212303204,28.9088,0.5296,最低,0.211094,2.573566667,3.471175,3.703679167,4.022354167,0.8021,17155250,494030914,9154392836,0.206142714,0.737106,0.188892139,-0.051203277,0.053065863,19.41462034,中性,强力买入,0.413563534,1.086053751,0.313
万隆光电,300710,300710,20.71,20.934,20.937,20.7755,0.001328193,17.1302,-0.1729,中性,0.338733,1.872879167,2.982465,1.886239583,1.41085,0.7029,3495860,99490300,2018658187,0.046210811,0.296265,-0.641463628,-0.050538138,0.136058231,-47.3317547,中性,强力买入,7.326789172,0.001328193,-
广哈通信,#N/A,300711,24.22,24.52,24.222,23.8015,2.216747225,19.9204,-0.1775,中性,-,3.105204167,3.1156975,3.760045,3.56049375,0.84,9406820,249170606,6104679847,0.315326833,0.509333,0.164815895,-0.021956088,0.067349183,78.11168225,买入,强力买入,2.752465944,2.162958026,0.2
英可瑞,#N/A,300713,18.57,19.134,19.651,19.413,0.573576446,12.914,-0.3046,高,-,2.043216667,1.2468825,1.415585417,0.590327083,0.7264,3837410,158720810,2922050112,NM,0.193491,-0.320855736,-0.070671378,0.167406468,-33.66060361,强力卖出,买入,NM-,0.573576446,-
光弘科技,#N/A,300735,31.64,31.324,30.641,29.497,-3.371696457,30.0692,-0.0496,中性,0.006872,3.5650875,3.0375575,1.819927083,2.6461875,1.3786,24325080,767460689,23729884503,0.236317816,0.119976,0.052440724,-0.003865979,0.115648077,97.08630862,强力买入,强力买入,3.642912683,-3.482158453,0.25
华宝股份,300741,300741,19.74,19.672,19.382,19.306,13.27%,16.3865,-16.99%,中性,0.462935,2.619020833,3.94717,1.03616875,1.3621875,0.7114,7972800,615880000,12249853200,-150.44%,46.73%,-29.26%,2.58%,14.73%,-200.0712159,强力买入,强力买入,NM-,0.133209415,0
锐科激光,#N/A,300747,33.87,31.422,30.371,30.123,-3.690633457,24.203,-0.2854,中性,0.82916,3.2298625,3.2173175,2.469008333,2.380033333,1.6707,30647230,564802491,18356080957,-0.478673641,0.168318,0.027923081,0.025883838,0.700131205,-3407.64922,强力买入,强力买入,15.58078157,-3.734412214,0.12
迈为股份,300751,300751,100.71,87.49,83.961,79.0655,-318.02%,110.5644,9.78%,最低,0.434953,2.406945833,1.5105775,2.371322917,2.987995833,5.1314,9444860,278396492,25155907017,-21.59%,28.97%,10.04%,7.07%,-13.34%,32.25408788,强力买入,强力买入,1.621591909,-4.039594746,1.1
震安科技,#N/A,300767,21.99,24.294,23.022,19.5555,0.282933946,15.0648,-0.3149,高,1.347079,3.010095833,2.8668025,1.376,0.8019375,1.8436,27950980,276291028,6310487079,0.609717772,0.31756,-0.394975644,-0.087130296,1.532150776,-51.73298225,买入,强力买入,NM-,0.282933946,0
德方纳米,300769,300769,38.3,36.866,36.634,35.54,39.53%,51.3483,34.07%,中性,0.710849,2.463066667,1.27002,1.575791667,0.662995833,1.7364,38401870,277380430,10612575251,63.45%,-10.16%,-22.74%,2.30%,3.74%,-9.418240835,强力买入,强力买入,NM-,0.395268037,0
拉卡拉,300773,300773,29.09,28.608,29.073,28.0975,-2.237499571,26.3693,-0.0935,中性,0.565046,2.78035,3.144055,1.639895652,2.880020833,1.5429,48455760,788082442,22302733108,0.945495032,0.274097,0.051500239,-0.04424181,0.611943401,47.37326082,中性,强力买入,NM-,-2.472168749,0.5
贝斯美,#N/A,300796,10.88,11.136,11.463,11.188,1.715172202,11.4766,0.0548,中性,0.004909,2.0329375,1.7243175,1.588785417,1.291852083,0.4693,10376780,355542872,3861195589,12.44087506,0.142321,-0.026492788,-0.044854881,0.063663075,-1118.293042,强力卖出,卖出,12.90493915,1.715172202,0
天迈科技,#N/A,300807,45.43,42.558,43.031,46.692,-2.631696699,26.0662,-0.4262,中性,0.674521,2.420145833,2.43212,1.8719875,0.982270833,2.1279,6437350,68039587,2966525993,NM,0.351686,-0.190501849,0.012070566,0.438469152,-100.9475039,中性,强力买入,NM-,-2.631696699,-
华辰装备,#N/A,300809,46.25,47.178,48.468,47.2395,-4.038452029,38.1221,-0.1757,中性,0.677466,3.257058333,3.482420588,2.604034091,2.299902083,2.8864,8658800,253539200,11591812224,11.91767683,0.2857,0.106744234,-0.071675127,0.447385669,284.3372867,中性,强力买入,2.305317341,-4.071516034,0.1
金丹科技,#N/A,300829,19.9,19.044,19.144,18.6685,-2.072600253,19.5055,-0.0198,中性,0.85567,2.158220833,2.512055,2.39586875,2.28885625,0.6857,7073070,222695427,4217851387,-0.051754585,0.229057,0.041895526,-0.015592516,0.010685337,19.85142195,强力买入,强力买入,1.487575635,-2.092141373,0.05
新产业,#N/A,300832,62.52,59.804,59.682,58.0755,-4.727658935,70.5498,0.1284,中性,-0.504172,3.03135,4.10662,3.179380435,4.249133333,2.0043,8541811,785718785,49044566559,-0.099787229,0.700486,0.42758511,0.036016598,-0.098904507,29.73557129,强力买入,强力买入,1.147820523,-7.169239748,1.3
浩洋股份,300833,300833,37.64,39.164,37.908,37.074,-0.627132094,57.0621,0.516,最低,-0.171821,2.387975,4.0992725,2.467843478,3.659241667,1.3393,1583312,126490500,4897712160,-0.171328419,0.491763,0.255987403,-0.020738493,-0.08984698,20.13929994,买入,买入,0.079485757,-0.704139672,1.3
佰奥智能,#N/A,300836,46.54,42.822,41.615,41.485,0.11678112,27.3402,-0.4125,中性,-,3.755679167,2.85151,3.379393478,2.540720833,1.6636,3551875,91645337,3993903786,-0.818493588,0.265765,0.047124408,0.055717054,0.509143734,110.865917,强力买入,强力买入,NM-,0.11678112,0
帝科股份,300842,300842,50.71,47.458,47.045,45.7055,-59.34%,63.8369,25.89%,中性,0.533136,3.149533333,2.4934675,3.58500625,3.591141667,1.7957,16549490,141762418,7174595974,51.13%,8.36%,1.30%,6.50%,24.41%,19.79810479,强力买入,强力买入,0.099449829,-0.599812205,0.3
康泰医学,#N/A,300869,17.3,17.902,18.172,18.543,0.152455639,14.0152,-0.1899,高,-,1.5907375,2.3244375,1.32099375,1.321858333,0.5529,9874062,401802977,6931101353,NM,0.308671,-0.131597085,-0.076552463,0.259004494,-116.5967656,卖出,强力买入,NM-,0.152792362,0.25
春晖智控,#N/A,300943,17.44,17.764,18.115,18.1025,18.6873856,14.8043,-0.1511,中性,0.624814,2.383425,3.89056,2.443323913,2.8040375,0.7979,6363546,203820000,3479207400,-0.014058974,0.255434,0.125312794,-0.084718499,0.33536425,68.13119397,卖出,强力买入,NM-,15.47629958,0.12
中洲特材,300963,300963,19.6,20.386,20.469,20.1965,5.547147874,11.4305,-0.4168,中性,0.819184,3.082104167,2.327195,2.631125,2.951229167,0.9607,35288660,458640000,9328737600,0.613043277,0.203937,0.099409101,-0.031889576,2.267423334,109.0110651,强力卖出,中性,3.418022921,5.40833339,0.077
奇德新材,#N/A,300995,58.44,59.612,60.294,53.3165,44.25739738,32.2762,-0.4477,中性,0.876712,4.02365,2.527755,2.334276471,1.73920625,4.06,2974800,83954800,4938221336,4.003053378,0.218775,0.026896926,-0.029372937,2.736872786,484.7650092,买入,强力买入,51.36346055,43.33807662,0.15
瑜欣电子,#N/A,301107,30.88,31.278,31.283,31.326,0.665451138,25.0795,-0.1878,中性,0.891084,3.127933333,3.13545,2.499410417,2.95966875,1.2821,2704800,101563420,3179950680,0.090654126,0.255954,0.135413647,0.023537104,0.746006043,46.34621929,卖出,强力买入,NM-,0.641850927,0.7
森鹰窗业,#N/A,301227,35.1,34.496,34.708,33.194,0.420472882,23.1981,-0.3391,中性,1.474849,3.550170833,2.67595,0.956683333,1.0939875,1.7293,3393830,90571094,3136476985,1.037528407,0.197823,-0.107484864,0.02063071,1.137654321,-52.68360051,强力买入,强力买入,NM-,0.420472882,0
五洲医疗,#N/A,301234,43.3,44.45,42.844,42.4545,-2.814505276,31.103,-0.2817,最低,0.170731,3.8399625,3.92493,1.772081579,2.26850625,2.5607,1833730,68000000,3019200000,0.265771545,0.159722,0.070478708,0.023041475,0.784248617,119.2610933,买入,强力买入,NM-,-2.866352346,0.3
威尔高,#N/A,301251,55.26,56.76,57.738,55.2585,-3.007776513,39.6385,-0.2827,中性,-,2.894504167,1.874025,1.838057143,2.203870833,3.905,9172077,134621760,7554973171,5.915702275,0.139349,0.042725561,-0.020422412,0.615006134,173.0380487,中性,强力买入,NM-,-3.02424813,0.134
普蕊斯,#N/A,301257,47.28,38.77,38.891,39.223,-0.946710862,49.5565,0.0482,中性,0.95164,3.719616667,2.566215,2.445561111,3.053013043,2.26,6490544,79004770,3439867685,0.982536633,0.223578,0.129293254,0.117556468,0.620495177,43.24207645,强力买入,强力买入,1.218912833,-0.960542553,0
康力源,#N/A,301287,41.08,42.23,42.702,42.46,-1.957254332,36.3221,-0.1158,中性,1.303008,2.058595833,2.9207275,2.15135,2.849370833,1.4671,1441535,66670000,2716135800,0.2290431,0.315348,0.151086902,-0.039150943,0.454967055,34.27811842,强力卖出,买入,NM-,-2.111515991,0.5
东南电子,#N/A,301359,21.34,22.058,22.394,22.402,4.343842863,19.0681,-0.1065,最低,0.773188,2.3043375,4.0286925,2.821884615,2.762141667,0.7764,2368140,120176000,2559748800,0.466199616,0.272138,0.159728831,-0.055851064,0.357005416,61.19268187,强力卖出,卖出,NM-,3.661485986,0.5
欣灵电气,301388,301388,31.9,32.888,32.949,32.4335,-4.772570941,22.2562,-0.3023,中性,0.907244,2.291791667,3.238505,1.910036111,1.64803125,1.1114,2641873,102147600,3198241356,-9.032408008,0.194293,0.026169952,-0.059477321,0.367888102,260.6654489,强力卖出,买入,NM-,-4.807212449,0.1
智迪科技,#N/A,301503,42.79,42.766,43.229,42.7115,0.583954173,51.3945,0.2011,中性,0.778452,2.61445,2.9177925,3.220611538,3.463832609,1.23,1440200,80000000,3401600000,0.838447297,0.182976,0.097935862,-0.020953258,0.261069697,28.21183443,买入,强力买入,1.058030635,0.56568198,0.65
智信精密,#N/A,301512,45.51,46.136,46.52,46.4035,-1.119741741,34.2877,-0.2466,中性,2.1783,1.699804167,2.314165,1.030311111,2.134945833,1.5786,1089776,53333400,2396802996,0.641820465,0.357722,0.054050115,-0.045048874,0.169466402,81.82931973,卖出,强力买入,NM-,-1.13488091,0.375
儒竞科技,#N/A,301525,89.26,95.566,97.164,91.5235,-1.86667947,86.7784,-0.0278,中性,-,2.865958333,3.1303725,1.531645833,2.659104167,6.73,2052853,94311768,8769108188,0.375884159,0.246191,0.145103574,-0.051998369,0.567483896,51.88194085,中性,强力买入,NM-,-1.945969316,0.45
国联安中证全指半导体产品与设备ETF,#N/A,512480,1.403,1.3524,1.2825,1.19275,-,NM,NM,非常高,-,2.990866667,-,-,-,0.0554,1794955000,-,-,-,-,-,0.037593985,0.367690783,-,强力买入,强力买入,-,-,-
华夏中证新能源汽车ETF,#N/A,515030,1.51,1.4414,1.4193,1.37315,-,NM,NM,高,-,2.395933333,-,-,-,0.0364,170331700,-,-,-,-,-,0.036831133,0.24958124,-,强力买入,强力买入,-,-,-
华夏中证5G通信主题ETF,#N/A,515050,2.027,1.8306,1.7229,1.5767,-,NM,NM,非常高,-,2.251104167,-,-,-,0.0789,327163600,4469068500,8652116616,-,-,-,0.099375355,0.69675723,-,强力买入,强力买入,-,-,-
南方中证新能源ETF,#N/A,516160,2.319,2.2362,2.1954,2.12095,-,NM,NM,高,-,0.8262625,-,-,-,0.0515,130006300,2168142000,4978054032,-,-,-,0.024085638,0.160768453,-,强力买入,强力买入,-,-,-
